rating,title,text,timestamp,helpful_vote,verified_purchase
5,Pyrex store set with lids,"This is a nice set of pyrex glass dishes with lids.  I don't love plastic lids -but on occasion - you need a lid.  A great mix of shapes and sizes, if not a little small.  They wash in the dishwasher nicely.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",1676165622194,7,true
5,Pyrex pans and bowl set,"Pyrex pan and bowl set.  These are what you expect, glass pans with plastic lids.  I am not a super fan of the lids, but it's good to have them if you need one.  The other thing is - the handles - I have a love/hate thing going on with those.  They are so handy when you need to carry them, take them in and out of the oven - the bummer, is trying to tote them around - in a cooler, or other.  The handles just get in the way!  Over all, I like a good quality glass pan.  They wash well in the dishwasher.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",1676165427980,1,true
3,"9x13 foil pan, 'extra heavy duty'","These are 9x13"" foil pans that are listed as 'extra heavy duty'  Nope.  They are lightweight - not even 'just' heavy duty.  They do come with foil tops, also SUPER lightweight.  They are foil - one should not expect them to be real pans.  Just don't expect them to 'extra' anything.  I purchased them so I wouldn't have to try and collect a pan - now I'm feeling 'collecting' a real pan would be better for the environment and not that big a deal.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",1676165172310,2,true
5,Olive Oil sprayer,"Ok, if you're like me and you've tried every possible oil 'sprayer' - try one last one - this one.  Now, it's not technically an aerosal like mist.  HOWEVER, it's as close as you're going to get.  It's easy to pull the spray trigger.  Two 'fan' sprays are 1/4 tsp - at it appears close.  You can chose a fan like spray or a stream.  I use the fan. I have 2 sprayers, one for avocado oil (higher smoke point) and the other for olive oil.  It's so nice not to finally have a sprayer that works.  Granted, I have only just used them for a couple of weeks, so time will tell.  I hand washed them to be sure I got all the nooks and cranys, easy.  I really love the fan spray of both the avocado and olive oils.  I say it's worth a try, just one more...  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",1675556897917,0,true
5,plastic type woven basket,"This is a fairly sturdy plastic (like) woven material basket.  I am going to use it for a lightweight organizing project and it works perfect for that.  I love the handy handles - they are a metal alloy, maybe stainless.  The color is very close to the picture - dusky blue in my opinion.  Like it.   Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",1675206594301,0,true
5,Tebery 3 pk stainless steel rectangle divided plates,"3 pk of  stainless steel rectangle divided plates.  I purchased these because I love to make bento boxes, but, washing the delicate bento trays is a little bit of a pain.  These are stainless steel trays are awesome!  They wash in the dishwasher - top or bottom rack! Easy peezy clean up.  They look a little - less refined, and create a more let's say - industrial bento trays - but I like it.  Especially when I know I don't have to do anything but rinse and toss in the dishwasher.  They are great!  The metal material is heavy in my opinion. The edges are rolled so there are no sharp edges.  And have 5 sections for your bento choices. Or, you can keep all your food separate.  I like these - but they do look 'industrial' and not 'fine art' by any means in my opinion!  Bon Apetite!  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",1674604791847,3,true
5,Mezzaluna knife with protective cover,"This is a very sharp and effective mezzaluna knife.  You definitely need to keep track of the protective shield.  So as you're washing, don't lose the protective shield.  I always hand wash my knives and this is one is a handwasher, in my opinion - in order to keep the edge sharp longer.  I like to use this type of knife when chopping herbs, veggies and when I need to shave firmer cheese or cooked meats.  Overall, I love it.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",1674183516130,5,true
5,Stainless steel ricer,"I just riced some russet potatoes for mashers. This ricer work nicely.  They were fluffy and creamy.  Perfect. You want to make sure you don't overload the carriage.  And squeezing the arm and carriage takes a pretty strong hand.  In fact, I used both of my hands - and got it done.  The arms have a nice silicone, or like, covering to help make them not slide out of your hands and to also help you grip them better.  It appears to be stainless steel.  I wash it in the dishwasher and it cleans perfectly.  I had purchased one that you 'spin' using the handle, but it worked horribly.  It didn't rice and it was difficult to assemble and disassemble to clean.  So I wholeheartedly recommend this one.   Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25, 000 likes. Bottom line, I pay for all my stuff, just like you do.",1674182973591,5,true
3,clear recipe card covers 4x6 200 pk,"These are clear recipe covers. For 4x6 recipe cards -pk of 200.  They slip on nicely and are a nice quality plastic, not cellophane.  Not for the disappointing part... I should have received 2 sealed packs of 200 covers each.  What a received was a handful of covers, 73 to be exact - Obviously open, not sealed. It looks like someone grabbed a handful of covers, threw them an envelope and sent it out.  Ugh. Super disappointed.  I did receive a refund.  But I really just wanted what I ordered, clean, unopened and all pieces present.  Eh.",1674004069362,1,true
5,automatic salt and pepper with charger station and WHITE LIGHT,"These automatic salt and pepper with charger station - with WHITE LIGHT.  I bought a different brand it had blue lights, which is actually worse than no light at all!  So it is SOOOO good to have the white light in these - you can actually SEE the salt and pepper on what you're seasoning.  Further, the salt and peppercorn reservoirs are WAY larger in this set than the others.  And even more, they are 'automatic,' so, they turn on as you turn them over.  This also means that when they are sitting on the charger station they are charging and not on the opening, so they stay clean!  Honestly, I really wish that I would have purchased this set first!  Lesson learned and I am very happy with these for the time being - time will tell -  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 24,000 likes. Bottom line, I pay for all my stuff, just like you do.",1674001785516,2,true
5,Quilted fitted mattress pad,"Purchased this quilted pad to replace a worn one.  It is thick and soft.  It washed and dried very nicely.  The sides are a thinner, stretchy nylon material with an elastic edge to fit most any mattress, even really thick ones.  I think it says up to 21"".  So it should be good unless you have a really thin mattress.  This is on an adjustable bed, so it needs to be flexible and it is. A good purchase in my opinion.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 24,000 likes. Bottom line, I pay for all my stuff, just like you do.",1673653639166,77,true
5,Bamboo recipe card holder,"I am one of those people who still writes recipes that I see on social media - etc in order to save memory on my phone!  I ran out of room in my older, very full holder, so I purchased this one.  It appears to be bamboo, which is sustainable so I like that.  There is a groove on the top of the box that will hold a recipe card if you're in to that ( I cover mine with  protector films and wander around the kitchen with them) and also an interesting knob at the bottom that slides in and out of the bottom of the box.  It's grooved widely and holds your phone if you're watching a media recipe.  Not sure if I will ever use that - but it's interesting.  This box does not come with any dividers, so you'll need to purchase those, your recipes card and protective covers if you like.  It is literally just the box.  Period. It fits a 4x6 card.  I like it and am happy to use it.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 24,000 likes. Bottom line, I pay for all my stuff, just like you do.",1673652808743,3,true
